,movie,year,imdb,metascore,votes,n_imdb
1457,Transsiberian,2008,6.7,72        ,46068,67.0
1458,The Love Guru,2008,3.8,24        ,45917,38.0
1459,The Chaser,2008,7.9,64        ,45470,79.0
1460,The Brothers Bloom,2008,6.8,55        ,44978,68.0
1461,Lakeview Terrace,2008,6.1,47        ,44288,61.0
1462,Untraceable,2008,6.2,32        ,43904,62.0
1463,Rachel Getting Married,2008,6.7,82        ,43761,67.0
1464,W.,2008,6.3,56        ,43190,63.0
1465,Departures,2008,8.1,68        ,42824,81.0
1466,"New York, I Love You",2008,6.3,49        ,41984,63.0
1467,Gomorrah,2008,7.0,87        ,41898,70.0
1468,Red Cliff,2008,7.4,73        ,40117,74.0
1469,My Best Friend's Girl,2008,5.9,34        ,39653,59.0
1470,Baby Mama,2008,6.0,55        ,36912,60.0
1471,JCVD,2008,7.2,64        ,35385,72.0
1472,Deception,2008,6.1,31        ,35233,61.0
1473,Happy-Go-Lucky,2008,7.0,84        ,34828,70.0
1474,The Hottie & the Nottie,2008,1.9,7        ,34565,19.0
1475,Meet Dave,2008,4.9,43        ,34558,49.0
1476,The Rocker,2008,6.2,53        ,34433,62.0
1477,The Tale of Despereaux,2008,6.1,53        ,33118,61.0
1478,Nothing But the Truth,2008,7.2,64        ,33057,72.0
1479,The Baader Meinhof Complex,2008,7.4,76        ,32500,74.0
1480,Two Lovers,2008,7.1,74        ,32464,71.0
1481,The Class,2008,7.5,92        ,31454,75.0
1482,Passengers,2008,5.9,40        ,30773,59.0
1483,Nim's Island,2008,6.0,55        ,30352,60.0
1484,Prom Night,2008,3.9,17        ,30208,39.0
1485,Choke,2008,6.5,47        ,29878,65.0
1486,Che: Part Two,2008,6.9,64        ,29680,69.0
1487,Chaos Theory,2008,6.7,44        ,29637,67.0
1488,Shutter,2008,5.2,37        ,29530,52.0
1489,Splinter,2008,6.1,58        ,29529,61.0
1490,The Good the Bad the Weird,2008,7.3,69        ,29412,73.0
1491,Leatherheads,2008,6.0,56        ,29261,60.0
1492,Mesrine Part 1: Killer Instinct,2008,7.6,71        ,29038,76.0
1493,Pathology,2008,6.0,55        ,28658,60.0
1494,The Wackness,2008,7.0,61        ,28535,70.0
1495,One Missed Call,2008,4.0,24        ,28495,40.0
1496,Dear Zachary: A Letter to a Son About His Father,2008,8.6,82        ,27084,86.0
1497,On-Bak 2,2008,6.2,47        ,26803,62.0
1498,Mesrine Part 2: Public Enemy #1,2008,7.5,72        ,25719,75.0
1499,Pontypool,2008,6.6,54        ,25416,66.0
1500,Jodhaa Akbar,2008,7.6,69        ,24777,76.0
1501,Inglourious Basterds,2009,8.3,69        ,1045014,83.0
1502,Avatar,2009,7.8,83        ,989267,78.0
1503,Up,2009,8.3,88        ,787100,83.0
1504,The Hangover,2009,7.7,73        ,640429,77.0
1505,District 9,2009,7.9,81        ,582220,79.0
1506,Star Trek,2009,8.0,82        ,543546,80.0
1507,Sherlock Holmes,2009,7.6,57        ,527030,76.0
1508,Zombieland,2009,7.7,73        ,434102,77.0
1509,Watchmen,2009,7.6,56        ,432364,76.0
1510,500 Days of Summer,2009,7.7,76        ,422118,77.0
1511,X-Men Origins: Wolverine,2009,6.6,40        ,413074,66.0
1512,Harry Potter and the Half-Blood Prince,2009,7.6,78        ,383129,76.0
1513,Transformers: Revenge of the Fallen,2009,6.0,35        ,351886,60.0
1514,2012,2009,5.8,49        ,313635,58.0
1515,Terminator Salvation,2009,6.6,49        ,309221,66.0
1516,Moon,2009,7.9,67        ,296389,79.0
1517,Up in the Air,2009,7.4,83        ,290485,74.0
1518,3 Idiots,2009,8.4,67        ,273188,84.0
1519,The Proposal,2009,6.7,48        ,256867,67.0
1520,The Blind Side,2009,7.7,53        ,252601,77.0
1521,Public Enemies,2009,7.0,70        ,251121,70.0
1522,Angels & Demons,2009,6.7,48        ,240968,67.0
1523,Law Abiding Citizen,2009,7.4,34        ,240002,74.0
1524,The Twilight Saga: New Moon,2009,4.7,44        ,238281,47.0
1525,Fast & Furious,2009,6.6,46        ,230714,66.0
1526,Knowing,2009,6.2,41        ,202109,62.0
1527,The Road,2009,7.3,64        ,198020,73.0
1528,Ice Age: Dawn of the Dinosaurs,2009,7.0,50        ,189986,70.0
1529,The Girl with the Dragon Tattoo,2009,7.8,76        ,189973,78.0
1530,G.I. Joe: The Rise of Cobra,2009,5.8,32        ,186318,58.0
1531,Mr. Nobody,2009,7.9,63        ,183837,79.0
1532,The Ugly Truth,2009,6.5,28        ,181715,65.0
1533,"I Love You, Man",2009,7.0,70        ,179444,70.0
1534,Cloudy with a Chance of Meatballs,2009,7.0,66        ,174152,70.0
1535,Drag Me to Hell,2009,6.6,83        ,170675,66.0
1536,Coraline,2009,7.7,80        ,169251,77.0
1537,Orphan,2009,7.0,42        ,165424,70.0
1538,The Taking of Pelham 123,2009,6.4,55        ,165226,64.0
1539,Fantastic Mr. Fox,2009,7.8,83        ,164865,78.0
1540,The Secret in Their Eyes,2009,8.2,80        ,161532,82.0
1541,17 Again,2009,6.4,48        ,159785,64.0
1542,Surrogates,2009,6.3,45        ,159716,63.0
1543,Night at the Museum: Battle of the Smithsonian,2009,5.9,42        ,150012,59.0
1544,He's Just Not That Into You,2009,6.4,47        ,143978,64.0
1545,Adventureland,2009,6.8,76        ,142352,68.0
1546,The Lovely Bones,2009,6.7,42        ,138548,67.0
1547,Underworld: Rise of the Lycans,2009,6.6,44        ,136498,66.0
1548,Invictus,2009,7.4,74        ,136038,74.0
1549,The Imaginarium of Doctor Parnassus,2009,6.8,65        ,134599,68.0
1550,Pandorum,2009,6.8,28        ,132371,68.0
1551,Brüno,2009,5.8,54        ,128807,58.0
1552,Monsters vs. Aliens,2009,6.5,56        ,128603,65.0
1553,The Time Traveler's Wife,2009,7.1,47        ,126995,71.0
1554,Crank: High Voltage,2009,6.2,41        ,125728,62.0
1555,State of Play,2009,7.1,64        ,121822,71.0
1556,Gamer,2009,5.8,27        ,121230,58.0
1557,9,2009,7.1,60        ,121061,71.0
1558,An Education,2009,7.3,85        ,119741,73.0
1559,The Men Who Stare at Goats,2009,6.2,54        ,118138,62.0
1560,A Serious Man,2009,7.0,79        ,115017,70.0
1561,Daybreakers,2009,6.5,57        ,113170,65.0
1562,Funny People,2009,6.3,60        ,106441,63.0
1563,The Invention of Lying,2009,6.4,58        ,102523,64.0
1564,The Princess and the Frog,2009,7.1,73        ,101995,71.0
1565,Jennifer's Body,2009,5.2,47        ,101216,52.0
1566,Antichrist,2009,6.6,49        ,100370,66.0
1567,Brothers,2009,7.1,58        ,98451,71.0
1568,Pirate Radio,2009,7.4,58        ,98150,74.0
1569,Push,2009,6.1,36        ,97445,61.0
1570,Precious,2009,7.3,79        ,96494,73.0
1571,A Single Man,2009,7.6,77        ,95761,76.0
1572,Where the Wild Things Are,2009,6.8,71        ,93960,68.0
1573,Paul Blart: Mall Cop,2009,5.2,39        ,91813,52.0
1574,Couples Retreat,2009,5.5,23        ,90608,55.0
1575,Julie & Julia,2009,7.0,66        ,89992,70.0
1576,Bride Wars,2009,5.5,24        ,89281,55.0
1577,Saw VI,2009,6.0,30        ,88422,60.0
1578,A Christmas Carol,2009,6.8,55        ,85555,68.0
1579,A Prophet,2009,7.9,90        ,85360,79.0
1580,Splice,2009,5.8,66        ,85036,58.0
1581,I Love You Phillip Morris,2009,6.6,65        ,84670,66.0
1582,The International,2009,6.5,52        ,84528,65.0
1583,The Final Destination,2009,5.2,30        ,84386,52.0
1584,Friday the 13th,2009,5.6,34        ,84268,56.0
1585,The Box,2009,5.6,47        ,82489,56.0
1586,Year One,2009,4.9,34        ,82132,49.0
1587,My Sister's Keeper,2009,7.4,51        ,82077,74.0
1588,The Girl Who Played with Fire,2009,7.2,66        ,81175,72.0
1589,Harry Brown,2009,7.2,55        ,78733,72.0
1590,It's Complicated,2009,6.6,57        ,76899,66.0
1591,Crazy Heart,2009,7.3,83        ,75999,73.0
1592,The Last House on the Left,2009,6.6,42        ,75599,66.0
1593,Ghosts of Girlfriends Past,2009,5.8,34        ,74314,58.0
1594,Youth in Revolt,2009,6.5,63        ,68970,65.0
1595,Bad Lieutenant: Port of Call New Orleans,2009,6.6,69        ,68896,66.0
1596,The Uninvited,2009,6.4,43        ,68628,64.0
1597,Confessions of a Shopaholic,2009,5.9,38        ,68383,59.0
1598,The Fourth Kind,2009,5.9,34        ,67707,59.0
1599,Case 39,2009,6.2,25        ,67553,62.0
1600,Whatever Works,2009,7.2,45        ,64922,72.0
1601,The Human Centipede (First Sequence),2009,4.4,33        ,64501,44.0
1602,Solomon Kane,2009,6.1,48        ,63871,61.0
1603,Dragonball: Evolution,2009,2.6,45        ,62871,26.0
1604,Chloe,2009,6.3,48        ,62487,63.0
1605,Ninja Assassin,2009,6.4,34        ,62455,64.0
1606,A Perfect Getaway,2009,6.5,63        ,61418,65.0
1607,[Rec] 2,2009,6.5,52        ,61207,65.0
1608,The White Ribbon,2009,7.8,82        ,59990,78.0
1609,Dogtooth,2009,7.3,73        ,59647,73.0
1610,Whip It,2009,6.9,68        ,59463,69.0
1611,The Girl Who Kicked the Hornet's Nest,2009,7.3,60        ,59324,73.0
1612,Dead Snow,2009,6.3,61        ,58980,63.0
1613,Agora,2009,7.2,55        ,58842,72.0
1614,Land of the Lost,2009,5.4,32        ,57411,54.0
1615,The Informant!,2009,6.5,66        ,57000,65.0
1616,The Boondock Saints II: All Saints Day,2009,6.3,24        ,56859,63.0
1617,Brooklyn's Finest,2009,6.7,43        ,56195,67.0
1618,Observe and Report,2009,5.8,54        ,55547,58.0
1619,Enter the Void,2009,7.3,69        ,55155,73.0
1620,The Haunting in Connecticut,2009,5.9,33        ,54483,59.0
1621,Everybody's Fine,2009,7.1,47        ,54220,71.0
1622,Fish Tank,2009,7.3,81        ,52970,73.0
1623,Fanboys,2009,6.6,45        ,52886,66.0
1624,The Young Victoria,2009,7.3,64        ,51457,73.0
1625,The Collector,2009,6.4,29        ,49593,64.0
1626,Valhalla Rising,2009,6.0,61        ,49281,60.0
1627,My Bloody Valentine,2009,5.5,51        ,48951,55.0
1628,In the Loop,2009,7.5,83        ,48929,75.0
1629,Race to Witch Mountain,2009,5.7,52        ,48491,57.0
1630,Away We Go,2009,7.1,58        ,48473,71.0
1631,The Soloist,2009,6.7,61        ,47045,67.0
1632,The Unborn,2009,4.8,30        ,45392,48.0
1633,Planet 51,2009,6.1,39        ,45247,61.0
1634,Duplicity,2009,6.2,69        ,44023,62.0
1635,The Cove,2009,8.5,84        ,43779,85.0
1636,Extract,2009,6.2,61        ,41263,62.0
1637,Halloween II,2009,4.9,35        ,40878,49.0
1638,Black Dynamite,2009,7.4,65        ,40419,74.0
1639,District 13: Ultimatum,2009,6.5,64        ,40007,65.0
1640,Nine,2009,5.8,49        ,39895,58.0
1641,Fired Up!,2009,6.2,31        ,39709,62.0
1642,Cirque du Freak: The Vampire's Assistant,2009,5.9,43        ,38906,59.0
1643,Capitalism: A Love Story,2009,7.4,61        ,38514,74.0
1644,The Pink Panther 2,2009,5.6,36        ,37221,56.0
1645,G-Force,2009,5.1,41        ,36974,51.0
1646,Alvin and the Chipmunks: The Squeakquel,2009,4.5,41        ,36427,45.0
1647,The Damned United,2009,7.6,81        ,36417,76.0
1648,Notorious,2009,6.7,60        ,36364,67.0
1649,All About Steve,2009,4.8,17        ,35964,48.0
1650,The Joneses,2009,6.5,55        ,35865,65.0
1651,Thirst,2009,7.2,73        ,35519,72.0
1652,This Is It,2009,7.3,67        ,35294,73.0
1653,Hannah Montana: The Movie,2009,4.3,47        ,35192,43.0
1654,Spread,2009,5.9,43        ,35119,59.0
1655,Coco Before Chanel,2009,6.7,65        ,35094,67.0
1656,The House of the Devil,2009,6.4,73        ,34600,64.0
1657,Middle Men,2009,6.6,60        ,34504,66.0
1658,About Elly,2009,8.1,87        ,34488,81.0
1659,Broken Embraces,2009,7.2,76        ,34413,72.0
1660,World's Greatest Dad,2009,6.9,69        ,34395,69.0
1661,Mother,2009,7.8,79        ,34120,78.0
1662,After.Life,2009,5.9,36        ,33453,59.0
1663,Old Dogs,2009,5.4,19        ,33437,54.0
1664,Defendor,2009,6.8,57        ,33409,68.0
1665,Did You Hear About the Morgans?,2009,4.8,27        ,32731,48.0
1666,Soul Kitchen,2009,7.3,76        ,32497,73.0
1667,Inception,2010,8.8,74        ,1715423,88.0
1668,Shutter Island,2010,8.1,63        ,935482,81.0
1669,Toy Story 3,2010,8.3,92        ,637781,83.0
1670,Black Swan,2010,8.0,79        ,615670,80.0
1671,Iron Man 2,2010,7.0,57        ,602769,70.0
1672,How to Train Your Dragon,2010,8.1,74        ,567958,81.0
1673,The King's Speech,2010,8.0,88        ,564561,80.0
1674,The Social Network,2010,7.7,95        ,541836,77.0
1675,Kick-Ass,2010,7.6,66        ,478634,76.0
1676,Despicable Me,2010,7.7,72        ,437938,77.0
1677,Harry Potter and the Deathly Hallows: Part 1,2010,7.7,65        ,390067,77.0
1678,Alice in Wonderland,2010,6.5,53        ,341798,65.0
1679,Tangled,2010,7.8,71        ,340460,78.0
1680,Scott Pilgrim vs. the World,2010,7.5,69        ,316665,75.0
1681,Easy A,2010,7.1,72        ,312954,71.0
1682,127 Hours,2010,7.6,82        ,309656,76.0
1683,The Town,2010,7.6,74        ,308676,76.0
1684,The Fighter,2010,7.8,79        ,303578,78.0
1685,The Expendables,2010,6.5,45        ,296281,65.0
1686,Due Date,2010,6.6,51        ,293436,66.0
1687,TRON: Legacy,2010,6.8,49        ,285841,68.0
1688,True Grit,2010,7.6,80        ,268579,76.0
1689,Salt,2010,6.4,65        ,267204,64.0
1690,RED,2010,7.1,60        ,261640,71.0
1691,The Book of Eli,2010,6.9,53        ,255335,69.0
1692,Clash of the Titans,2010,5.8,39        ,247604,58.0
1693,Prince of Persia: The Sands of Time,2010,6.6,50        ,244540,66.0
1694,Insidious,2010,6.8,52        ,237434,68.0
1695,Robin Hood,2010,6.7,53        ,230748,67.0
1696,The A-Team,2010,6.8,47        ,227769,68.0
1697,The Other Guys,2010,6.7,64        ,211123,67.0
1698,The Twilight Saga: Eclipse,2010,5.0,58        ,201557,50.0
1699,Grown Ups,2010,6.0,30        ,200753,60.0
1700,The Tourist,2010,6.0,37        ,196897,60.0
1701,Megamind,2010,7.3,63        ,195454,73.0
1702,Predators,2010,6.4,51        ,188218,64.0
1703,Machete,2010,6.6,60        ,176955,66.0
1704,Unstoppable,2010,6.8,69        ,165311,68.0
1705,Knight and Day,2010,6.3,46        ,162057,63.0
1706,Blue Valentine,2010,7.4,81        ,161219,74.0
1707,The Next Three Days,2010,7.4,52        ,160282,74.0
1708,Love & Other Drugs,2010,6.7,55        ,159715,67.0
1709,Percy Jackson & the Olympians: The Lightning Thief,2010,5.9,47        ,157654,59.0
1710,Get Him to the Greek,2010,6.4,65        ,157032,64.0
1711,Shrek Forever After,2010,6.3,58        ,156535,63.0
1712,Hot Tub Time Machine,2010,6.4,63        ,149020,64.0
1713,Resident Evil: Afterlife,2010,5.9,37        ,147549,59.0
1714,Tucker and Dale vs Evil,2010,7.6,65        ,146254,76.0
1715,The Ghost Writer,2010,7.2,77        ,143777,72.0
1716,Date Night,2010,6.3,56        ,139261,63.0
1717,The Karate Kid,2010,6.2,61        ,138299,62.0
1718,The Sorcerer's Apprentice,2010,6.1,46        ,137905,61.0
1719,Buried,2010,7.0,65        ,132752,70.0
1720,The Last Airbender,2010,4.2,20        ,131029,42.0
1721,Remember Me,2010,7.2,40        ,124889,72.0
1722,Never Let Me Go,2010,7.2,69        ,124677,72.0
1723,Winter's Bone,2010,7.2,90        ,122062,72.0
1724,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,6.3,53        ,121188,63.0
1725,Dear John,2010,6.3,43        ,120819,63.0
1726,It's Kind of a Funny Story,2010,7.1,63        ,120470,71.0
1727,Green Zone,2010,6.8,63        ,118929,68.0
1728,The Kids Are All Right,2010,7.0,86        ,117828,70.0
1729,Devil,2010,6.2,44        ,116758,62.0
1730,Incendies,2010,8.2,80        ,111063,82.0
1731,She's Out of My League,2010,6.4,46        ,110690,64.0
1732,Life as We Know It,2010,6.6,39        ,107370,66.0
1733,The Bounty Hunter,2010,5.5,22        ,107329,55.0
1734,From Paris with Love,2010,6.5,42        ,104105,65.0
1735,Valentine's Day,2010,5.7,34        ,103065,57.0
1736,Let Me In,2010,7.1,79        ,102469,71.0
1737,The Crazies,2010,6.5,55        ,100910,65.0
1738,The Way Back,2010,7.3,66        ,97893,73.0
1739,The Wolfman,2010,5.8,43        ,94949,58.0
1740,Little Fockers,2010,5.5,27        ,94787,55.0
1741,Repo Men,2010,6.3,32        ,93397,63.0
1742,Wall Street: Money Never Sleeps,2010,6.2,59        ,90655,62.0
1743,Paranormal Activity 2,2010,5.7,53        ,89747,57.0
1744,Legion,2010,5.2,32        ,88298,52.0
1745,Faster,2010,6.5,44        ,87622,65.0
1746,Dinner for Schmucks,2010,5.9,56        ,87117,59.0
1747,I Saw the Devil,2010,7.8,67        ,86708,78.0
1748,The Switch,2010,6.1,52        ,86702,61.0
1749,My Name Is Khan,2010,8.0,50        ,84992,80.0
1750,Hereafter,2010,6.5,56        ,84988,65.0
1751,The American,2010,6.3,61        ,84684,63.0
1752,Letters to Juliet,2010,6.6,50        ,82343,66.0
1753,Monsters,2010,6.4,63        ,82268,64.0
1754,A Nightmare on Elm Street,2010,5.2,35        ,82149,52.0
1755,Ip Man 2,2010,7.6,67        ,81946,76.0
1756,Edge of Darkness,2010,6.6,55        ,81933,66.0
1757,Skyline,2010,4.4,26        ,81634,44.0
1758,Beginners,2010,7.2,81        ,81236,72.0
1759,Leap Year,2010,6.5,33        ,80849,65.0
1760,The Losers,2010,6.4,44        ,80283,64.0
1761,Cop Out,2010,5.6,31        ,79487,56.0
1762,Saw 3D: The Final Chapter,2010,5.6,24        ,79120,56.0
1763,Killers,2010,5.4,21        ,79028,54.0
1764,Piranha 3D,2010,5.5,53        ,78536,55.0
1765,Biutiful,2010,7.5,58        ,77064,75.0
1766,Submarine,2010,7.3,76        ,76352,73.0
1767,Eat Pray Love,2010,5.7,50        ,72738,57.0
1768,Elite Squad: The Enemy Within,2010,8.1,71        ,72587,81.0
1769,Legend of the Guardians: The Owls of Ga'Hoole,2010,7.0,53        ,71434,70.0
1770,Centurion,2010,6.4,62        ,71198,64.0
1771,Flipped,2010,7.7,45        ,70955,77.0
1772,The Last Song,2010,5.9,33        ,69131,59.0
1773,Super,2010,6.8,50        ,67932,68.0
1774,Burlesque,2010,6.4,47        ,67697,64.0
1775,Sex and the City 2,2010,4.4,27        ,65822,44.0
1776,I Spit on Your Grave,2010,6.3,27        ,64301,63.0
1777,Morning Glory,2010,6.5,57        ,64287,65.0
1778,The Secret World of Arrietty,2010,7.6,80        ,63421,76.0
1779,Four Lions,2010,7.3,68        ,63354,73.0
1780,Inside Job,2010,8.3,88        ,62965,83.0
1781,Trollhunter,2010,7.0,61        ,60876,70.0
1782,Frozen,2010,6.2,43        ,59438,62.0
1783,The Debt,2010,6.9,65        ,59249,69.0
1784,Gulliver's Travels,2010,4.9,33        ,58271,49.0
1785,Exit Through the Gift Shop,2010,8.0,85        ,56607,80.0
1786,13 Assassins,2010,7.6,84        ,56166,76.0
1787,When in Rome,2010,5.6,25        ,55306,56.0
1788,Going the Distance,2010,6.3,51        ,53326,63.0
1789,Charlie St. Cloud,2010,6.5,37        ,52589,65.0
1790,Jackass 3D,2010,7.0,56        ,51537,70.0
1791,Senna,2010,8.6,79        ,51530,86.0
1792,Step Up 3D,2010,6.2,45        ,51458,62.0
1793,Takers,2010,6.2,45        ,51188,62.0
1794,Jonah Hex,2010,4.7,33        ,49875,47.0
1795,Animal Kingdom,2010,7.3,83        ,49791,73.0
1796,All Good Things,2010,6.3,57        ,47257,63.0
1797,Hesher,2010,7.0,45        ,47207,70.0
1798,You Again,2010,5.8,28        ,44736,58.0
1799,Everything Must Go,2010,6.4,65        ,44543,64.0
1800,The Last Exorcism,2010,5.6,63        ,44466,56.0
1801,The Back-up Plan,2010,5.3,34        ,44351,53.0
1802,Rabbit Hole,2010,7.0,76        ,44079,70.0
1803,London Boulevard,2010,6.2,52        ,43481,62.0
1804,Don't Be Afraid of the Dark,2010,5.6,56        ,43415,56.0
1805,Last Night,2010,6.6,50        ,43290,66.0
1806,The Runaways,2010,6.6,65        ,42614,66.0
1807,Vampires Suck,2010,3.4,18        ,42124,34.0
1808,Fair Game,2010,6.8,69        ,41914,68.0
1809,You Will Meet a Tall Dark Stranger,2010,6.3,51        ,40350,63.0
1810,Death at a Funeral,2010,5.7,51        ,39786,57.0
1811,Black Death,2010,6.4,71        ,39549,64.0
1812,The Company Men,2010,6.8,69        ,39530,68.0
1813,Somewhere,2010,6.3,67        ,39050,63.0
1814,How Do You Know,2010,5.4,46        ,38866,54.0
1815,MacGruber,2010,5.5,43        ,38569,55.0
1816,Conviction,2010,7.2,61        ,38408,72.0
1817,Trust,2010,6.9,60        ,37911,69.0
1818,Catfish,2010,7.1,65        ,37763,71.0
1819,Stake Land,2010,6.5,66        ,37669,65.0
1820,Stone,2010,5.4,58        ,37534,54.0
1821,13,2010,6.1,29        ,37199,61.0
1822,The Ward,2010,5.6,38        ,36796,56.0
1823,Diary of a Wimpy Kid,2010,6.2,56        ,36563,62.0
1824,In a Better World,2010,7.6,65        ,35438,76.0
1825,Tooth Fairy,2010,5.0,36        ,35083,50.0
1826,The Spy Next Door,2010,5.4,27        ,34746,54.0
1827,Greenberg,2010,6.1,76        ,32761,61.0
1828,Wild Target,2010,6.8,41        ,32617,68.0
1829,Cyrus,2010,6.3,74        ,31801,63.0
1830,The Illusionist,2010,7.5,82        ,30745,75.0
1831,The Killer Inside Me,2010,6.1,53        ,30710,61.0
1832,Rubber,2010,5.8,59        ,29504,58.0
1833,6 Souls,2010,6.1,28        ,28838,61.0
1834,"Tomorrow, When the War Began",2010,6.2,54        ,28603,62.0
1835,The Whistleblower,2010,7.2,59        ,28192,72.0
1836,Happythankyoumoreplease,2010,6.8,45        ,27831,68.0
1837,Harry Potter and the Deathly Hallows: Part 2,2011,8.1,87        ,645332,81.0
1838,Thor,2011,7.0,57        ,624456,70.0
1839,The Intouchables,2011,8.5,57        ,620481,85.0
1840,Captain America: The First Avenger,2011,6.9,66        ,602643,69.0
1841,X-Men: First Class,2011,7.8,65        ,579756,78.0
1842,Drive,2011,7.8,78        ,494066,78.0
1843,Limitless,2011,7.4,59        ,469257,74.0
1844,Rise of the Planet of the Apes,2011,7.6,68        ,455798,76.0
1845,Source Code,2011,7.5,74        ,430644,75.0
1846,Pirates of the Caribbean: On Stranger Tides,2011,6.6,45        ,424744,66.0
1847,"Crazy, Stupid, Love.",2011,7.4,68        ,418039,74.0
1848,The Hangover Part II,2011,6.5,44        ,413824,65.0
1849,Mission: Impossible - Ghost Protocol,2011,7.4,73        ,399444,74.0
1850,Horrible Bosses,2011,6.9,57        ,384842,69.0
1851,Warrior,2011,8.2,71        ,383698,82.0
1852,Sherlock Holmes: A Game of Shadows,2011,7.5,48        ,377042,75.0
1853,The Help,2011,8.1,62        ,370982,81.0
1854,The Girl with the Dragon Tattoo,2011,7.8,71        ,368897,78.0
1855,Transformers: Dark of the Moon,2011,6.3,42        ,353679,63.0
1856,Midnight in Paris,2011,7.7,81        ,340068,77.0
1857,In Time,2011,6.7,53        ,333882,67.0
1858,Fast Five,2011,7.3,66        ,316019,73.0
1859,Moneyball,2011,7.6,87        ,311631,76.0
1860,Super 8,2011,7.0,72        ,310502,70.0
1861,Friends with Benefits,2011,6.6,63        ,302524,66.0
1862,50/50,2011,7.7,72        ,292392,77.0
1863,Real Steel,2011,7.1,56        ,275363,71.0
1864,Hugo,2011,7.5,83        ,273060,75.0
1865,Green Lantern,2011,5.6,39        ,243000,56.0
1866,Bridesmaids,2011,6.8,75        ,239691,68.0
1867,Unknown,2011,6.9,56        ,227479,69.0
1868,The Grey,2011,6.8,64        ,220902,68.0
1869,The Adjustment Bureau,2011,7.1,60        ,218773,71.0
1870,The Descendants,2011,7.3,84        ,217854,73.0
1871,Sucker Punch,2011,6.1,33        ,212361,61.0
1872,Kung Fu Panda 2,2011,7.3,67        ,212205,73.0
1873,Paul,2011,7.0,57        ,211530,70.0
1874,I Am Number Four,2011,6.1,36        ,210940,61.0
1875,The Artist,2011,7.9,89        ,209503,79.0
1876,Rango,2011,7.2,75        ,205434,72.0
1877,The Ides of March,2011,7.1,67        ,202496,71.0
1878,The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,45        ,198631,49.0
1879,Contagion,2011,6.6,70        ,194479,66.0
1880,The Adventures of Tintin,2011,7.4,68        ,194304,74.0
1881,Just Go with It,2011,6.4,33        ,191913,64.0
1882,The Lincoln Lawyer,2011,7.3,63        ,189196,73.0
1883,Cowboys & Aliens,2011,6.0,50        ,188815,60.0
1884,No Strings Attached,2011,6.2,50        ,188303,62.0
1885,A Separation,2011,8.3,95        ,182466,83.0
1886,Rio,2011,6.9,63        ,182409,69.0
1887,Bad Teacher,2011,5.6,47        ,174493,56.0
1888,Hanna,2011,6.8,65        ,171673,68.0
1889,Tinker Tailor Soldier Spy,2011,7.1,85        ,167201,71.0
1890,The Raid: Redemption,2011,7.6,73        ,166310,76.0
1891,Shame,2011,7.2,72        ,164326,72.0
1892,Battle Los Angeles,2011,5.8,37        ,163329,58.0
1893,The Tree of Life,2011,6.8,85        ,150619,68.0
1894,The Change-Up,2011,6.3,39        ,148236,63.0
1895,Immortals,2011,6.0,46        ,148207,60.0
1896,Melancholia,2011,7.1,80        ,145399,71.0
1897,The Green Hornet,2011,5.8,39        ,144843,58.0
1898,The Mechanic,2011,6.6,49        ,135601,66.0
1899,War Horse,2011,7.2,72        ,130118,72.0
1900,Puss in Boots,2011,6.7,65        ,126756,67.0
1901,Cars 2,2011,6.2,57        ,124754,62.0
1902,We Bought a Zoo,2011,7.1,58        ,122111,71.0
1903,One Day,2011,7.0,48        ,120957,70.0
1904,Tower Heist,2011,6.2,59        ,119863,62.0
1905,The Skin I Live In,2011,7.6,70        ,117042,76.0
1906,We Need to Talk About Kevin,2011,7.5,68        ,115173,75.0
1907,Killer Elite,2011,6.5,44        ,113823,65.0
1908,Scream 4,2011,6.2,52        ,113457,62.0
1909,J. Edgar,2011,6.6,59        ,112086,66.0
1910,Hall Pass,2011,5.9,45        ,110581,59.0
1911,Carnage,2011,7.2,61        ,106825,72.0
1912,The Thing,2011,6.2,49        ,105981,62.0
1913,Priest,2011,5.7,41        ,104422,57.0
1914,Water for Elephants,2011,6.9,52        ,102661,69.0
1915,Margin Call,2011,7.1,76        ,102531,71.0
1916,Johnny English Reborn,2011,6.3,46        ,99683,63.0
1917,Red Riding Hood,2011,5.4,29        ,98873,54.0
1918,Ghost Rider: Spirit of Vengeance,2011,4.3,34        ,98361,43.0
1919,The Three Musketeers,2011,5.8,35        ,95667,58.0
1920,Final Destination 5,2011,5.9,50        ,93196,59.0
1921,The Rum Diary,2011,6.2,56        ,92391,62.0
1922,The Iron Lady,2011,6.4,54        ,92195,64.0
1923,Fright Night,2011,6.4,64        ,91554,64.0
1924,Your Highness,2011,5.5,31        ,90755,55.0
1925,Attack the Block,2011,6.6,75        ,90293,66.0
1926,Extremely Loud & Incredibly Close,2011,6.9,46        ,90069,69.0
1927,A Dangerous Method,2011,6.5,76        ,89678,65.0
1928,Headhunters,2011,7.6,72        ,88138,76.0
1929,Conan the Barbarian,2011,5.2,36        ,87837,52.0
1930,Drive Angry,2011,5.4,44        ,87442,54.0
1931,30 Minutes or Less,2011,6.1,49        ,84472,61.0
1932,Colombiana,2011,6.4,45        ,83746,64.0
1933,Paranormal Activity 3,2011,5.8,59        ,82946,58.0
